"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","x"
10,14,17,10,10,13,4,3,6,8,5,12,13,15,12,4,11,10,9,9,0
11,11,7,4,9,9,2,4,12,11,11,10,4,3,8,7,6,3,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,4,2,0
10,11,11,2,5,7,5,4,7,5,3,8,3,3,7,6,4,4,3,10,1
26,26,21,20,17,249,262,63,67,70,87,74,44,8,6,6,21,43,38,36,1
15,5,16,30,43,52,54,76,117,143,106,78,94,70,65,58,40,26,16,10,1
0,0,0,0,3,5,4,2,4,4,0,0,0,0,3,5,3,3,1,0,0
0,0,0,3,8,9,18,13,1,3,14,15,10,10,6,6,7,7,3,2,1
0,4,5,2,1,4,8,6,0,2,7,8,3,1,1,1,1,0,0,0,1
4,10,14,10,7,5,4,0,5,7,7,3,1,1,4,3,1,1,1,1,0
12,23,12,4,6,1,3,6,7,2,3,5,11,13,8,10,9,5,7,10,0
17,9,11,10,6,2,6,9,4,4,3,7,14,12,5,6,4,5,9,10,0
0,2,2,3,0,3,6,1,0,0,1,0,0,0,0,1,5,3,0,0,0
75,66,69,87,77,240,331,449,418,279,126,112,120,234,373,373,232,272,305,165,1
1,1,0,0,3,7,6,8,3,2,8,10,2,6,8,6,12,3,1,1,0
8,6,1,9,0,0,0,2,2,1,0,0,1,3,2,3,0,0,0,3,0
0,1,2,1,1,0,0,0,0,6,21,15,20,13,6,12,20,19,17,19,1
8,4,2,6,10,5,2,7,7,7,10,5,3,7,12,5,5,4,7,3,1
12,8,5,2,4,7,19,11,16,11,6,5,2,3,4,5,3,3,6,4,0
12,7,5,8,7,3,5,7,8,3,6,7,7,6,3,2,2,3,8,8,1
11,7,6,9,7,11,16,8,12,10,14,15,8,4,15,29,19,5,6,1,1
10,10,7,5,9,2,0,9,11,7,12,10,15,9,3,4,7,4,9,9,1
0,0,0,0,0,0,6,7,7,0,0,0,0,1,1,3,3,0,4,6,0
1,0,7,6,7,5,2,3,6,1,11,9,8,2,4,2,0,0,0,0,1
32,37,34,47,33,113,303,563,843,890,1206,897,929,716,678,554,297,153,77,75,1
9,4,3,9,10,6,4,4,7,14,16,6,5,7,7,12,7,4,2,1,0
0,1,5,2,15,34,38,63,81,44,11,18,5,3,4,5,3,3,0,1,1
2,6,3,0,0,2,4,4,0,0,2,4,5,1,2,2,1,4,2,3,0
2,7,6,3,2,1,1,3,0,0,0,0,0,0,0,0,4,3,0,0,0
1,8,22,78,87,44,27,30,19,22,13,6,5,4,5,8,8,3,1,0,1
11,0,6,7,5,4,3,7,14,20,20,9,12,10,7,5,3,3,1,8,0
19,24,18,8,20,23,17,25,66,119,195,161,200,327,269,336,279,114,100,105,1
6,7,6,9,13,12,11,7,2,8,12,16,10,4,8,1,1,1,2,4,0
10,1,4,7,4,5,0,1,10,12,3,6,2,2,0,3,3,2,8,7,0
8,6,4,2,0,1,1,2,1,1,3,4,5,3,0,3,4,1,2,1,0
2,1,3,9,9,8,11,7,0,5,5,1,2,2,4,5,8,7,12,0,0
27,52,45,27,92,289,446,398,406,473,431,416,284,118,89,75,39,46,59,111,1
7,4,7,1,0,0,1,4,1,0,7,7,3,3,1,0,0,3,24,22,1
3,5,10,14,5,0,8,10,3,6,9,8,5,5,6,6,9,5,4,4,1
0,0,0,0,0,0,0,0,3,10,10,12,2,10,11,6,8,17,10,11,0
19,17,20,27,40,70,189,533,807,457,540,331,158,107,63,67,57,60,40,39,1
0,6,6,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0
0,0,1,6,10,8,4,1,1,3,3,5,5,1,1,0,0,1,1,0,0
2,5,4,2,8,7,2,3,0,3,3,3,3,1,2,1,4,7,6,5,0
0,0,0,0,0,0,0,0,1,4,3,4,2,1,4,5,3,8,11,5,0
0,0,3,3,3,1,1,3,4,7,4,1,7,7,0,1,1,0,1,1,0
6,8,3,5,14,2,1,7,9,9,3,5,3,3,2,1,5,3,6,8,0
31,18,35,91,192,304,457,525,242,246,186,134,81,91,64,19,9,9,30,30,1
4,5,3,0,5,11,9,4,5,4,5,2,6,6,1,3,7,2,5,7,1
3,3,3,3,6,5,8,8,1,6,8,5,6,3,3,9,9,7,6,12,1
2,3,14,13,4,4,10,9,7,7,8,2,0,0,0,0,0,0,1,1,0
5,9,2,5,10,14,14,37,40,36,56,46,32,17,13,16,4,4,1,2,1
2,4,1,4,6,11,9,1,3,12,14,8,4,2,8,4,0,4,10,8,1
4,2,2,0,0,11,15,5,4,5,8,8,1,7,4,2,3,4,7,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,0,0,0,0,0,2,3,6,3,2,5,4,1,2,3,4,15,0
25,28,45,91,142,140,196,48,86,146,115,103,59,13,15,17,14,26,25,20,1
6,8,7,3,1,10,10,4,3,6,12,9,9,11,6,6,11,15,15,12,0
3,3,3,2,1,0,2,2,0,0,0,2,3,2,1,3,3,2,0,6,0
6,4,5,5,4,7,7,3,4,8,7,6,9,7,6,3,1,1,2,1,0
9,3,5,8,15,13,13,10,14,13,11,19,32,32,28,31,16,8,11,12,1
3,3,3,3,1,7,6,3,12,5,5,6,4,8,9,6,3,5,4,3,0
0,0,1,5,4,3,4,8,12,2,4,4,13,13,2,5,7,7,2,1,1
13,11,14,19,22,33,25,31,49,56,51,38,44,38,24,7,22,27,26,17,0
10,6,8,12,8,10,5,3,3,6,3,11,10,2,2,2,6,3,1,4,1
1,1,1,2,8,8,7,2,2,2,0,0,0,0,0,0,0,0,0,3,0
8,7,9,8,9,4,9,6,9,9,6,5,2,0,0,0,0,0,0,0,0
41,43,27,21,38,38,20,23,34,22,14,12,9,26,21,13,12,11,29,22,1
10,2,1,6,11,8,4,6,6,7,6,9,10,9,4,6,5,5,17,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0
2,4,3,0,2,2,3,8,5,3,4,2,2,0,3,2,0,2,6,3,1
0,0,0,0,0,0,4,6,7,4,6,9,1,3,4,4,8,4,0,0,0
1,0,2,1,1,3,6,4,3,6,13,8,3,2,9,6,1,0,5,5,0
3,4,5,3,0,3,6,11,11,6,9,4,5,6,3,3,2,9,8,4,0
12,0,0,5,5,0,0,0,3,0,0,17,8,2,0,0,0,0,0,15,1
1,7,14,7,2,1,0,4,4,0,1,2,1,3,2,2,0,1,1,2,0
0,0,0,0,1,1,5,15,12,8,8,20,4,13,5,4,7,1,1,2,1
13,8,23,13,6,18,26,43,76,139,110,61,60,17,11,4,6,20,14,12,1
0,0,0,7,4,0,4,11,29,42,33,36,27,32,43,35,36,37,32,14,1
2,0,0,0,0,0,0,0,0,4,4,0,0,1,6,7,1,0,0,0,0
7,11,12,18,15,21,24,49,92,238,324,326,198,145,176,131,32,38,40,35,1
0,0,0,0,0,0,1,1,0,7,10,0,0,0,2,1,0,0,0,0,0
7,8,9,4,6,4,1,15,5,12,15,15,11,1,2,8,4,2,6,3,0
18,20,19,14,24,25,16,20,20,16,21,15,13,12,7,12,11,6,5,14,0
5,0,1,1,1,1,0,2,6,9,8,7,9,11,12,7,5,10,10,7,1
15,21,16,21,30,32,32,36,42,46,82,81,33,33,22,13,12,23,37,36,1
8,12,12,27,66,85,88,115,158,239,289,242,259,316,205,199,168,127,34,34,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
39,80,114,117,47,13,27,28,48,43,51,49,38,26,21,5,1,0,0,0,1
4,8,5,12,10,3,5,9,5,5,13,9,4,0,4,14,14,7,0,8,0
10,8,6,13,18,13,16,6,1,4,7,11,8,3,8,6,7,8,9,9,1
18,15,10,10,4,7,7,7,8,9,7,11,7,8,8,9,6,0,0,0,0
14,16,9,9,26,19,13,7,2,2,9,6,7,11,7,4,2,5,3,7,0
6,14,11,19,27,21,9,14,19,23,19,16,15,5,14,9,4,8,4,5,1
3,9,6,4,4,3,2,3,2,3,0,0,3,2,6,5,5,6,12,11,0
268,222,109,78,82,55,51,103,99,103,159,149,38,71,131,124,78,40,36,46,1
15,25,16,5,7,12,13,9,9,14,12,17,19,8,10,8,12,15,4,13,1
5,4,6,17,22,18,10,8,11,14,16,11,6,4,11,15,8,19,15,10,1
15,5,14,17,19,19,59,147,233,247,257,236,149,67,47,39,40,79,131,150,1
1,9,3,2,2,0,1,0,2,1,0,0,0,2,5,5,1,1,0,1,0
25,25,19,41,35,2,10,32,44,98,129,164,148,116,74,67,60,34,12,25,1
3,3,4,3,4,2,3,5,5,5,14,14,6,7,9,3,0,3,0,4,1
7,13,20,11,4,8,21,13,9,11,11,7,7,3,0,0,0,0,0,0,1
14,8,15,16,5,12,19,18,29,51,68,41,29,10,5,5,8,17,16,5,1
10,10,6,6,3,11,2,9,7,5,4,4,8,9,3,2,3,17,14,3,0
6,20,11,5,10,7,9,3,9,7,16,16,21,9,4,12,14,12,9,11,0
16,12,35,29,45,74,77,184,200,55,27,22,16,31,64,56,14,45,60,45,1
2,5,7,4,0,1,1,5,5,7,9,3,0,0,1,1,3,5,5,13,1
0,9,5,0,3,6,3,0,2,0,0,0,0,0,1,3,0,0,0,8,0
9,3,7,7,2,8,7,10,5,6,7,5,7,7,13,6,1,1,6,5,1
10,9,6,2,4,5,4,4,10,8,7,4,0,6,3,2,3,1,0,0,1
0,0,0,0,0,1,1,0,2,9,15,8,6,9,5,1,5,7,8,8,0
2,11,8,4,2,3,1,0,0,0,0,0,0,0,0,0,7,13,5,1,0
13,13,3,3,13,16,3,8,16,25,15,7,4,0,3,1,3,3,4,3,1
0,2,0,0,0,0,0,0,2,4,4,6,4,5,3,2,3,6,10,14,0
5,3,0,3,4,11,10,9,5,0,0,1,1,0,0,3,0,0,0,0,0
0,1,3,1,4,2,0,0,0,0,0,0,0,1,1,0,0,2,3,2,0
2,7,4,2,1,1,5,5,10,9,5,1,0,0,0,4,3,3,3,2,1
6,4,3,5,8,9,7,6,13,44,94,64,50,35,18,19,70,110,74,98,1
1,2,3,4,8,4,2,0,2,13,16,12,11,11,3,6,7,6,3,7,1
21,10,5,29,96,150,88,50,221,338,226,101,28,16,20,6,18,23,1,10,1
0,0,0,0,0,0,0,0,0,11,14,14,19,9,4,9,3,0,1,4,1
2,3,8,2,1,1,0,4,8,4,5,7,9,7,2,1,2,5,8,9,1
1,6,7,12,9,7,9,18,17,4,6,9,5,6,7,12,24,20,18,7,1
28,46,83,111,199,251,232,280,396,512,322,283,140,93,98,33,27,26,33,54,1
40,61,53,29,23,27,41,82,102,71,22,13,55,86,161,213,243,161,50,33,0
11,10,10,16,10,14,12,15,26,25,15,6,12,13,15,12,6,12,21,16,0
3,2,0,1,1,0,2,2,7,7,8,14,5,1,0,2,2,4,0,1,1
2,2,5,0,3,3,3,3,8,0,0,5,8,5,0,2,3,4,3,1,0
3,3,0,0,1,0,0,1,10,11,3,5,8,8,7,15,14,8,4,2,0
2,2,2,10,4,1,1,0,0,0,0,0,0,0,0,0,2,3,1,7,0
4,0,0,0,3,1,0,0,4,3,14,12,6,3,0,15,5,5,3,2,1
25,24,24,21,15,13,11,2,10,9,9,17,15,13,8,8,0,1,11,12,1
13,11,8,17,9,0,1,0,1,2,2,0,0,0,20,55,38,29,61,86,0
1,0,2,2,1,3,6,12,5,20,17,9,5,0,2,4,2,0,2,5,1
4,7,8,4,5,6,10,5,9,3,3,0,1,1,1,0,0,0,0,0,1
20,36,29,9,4,3,10,27,42,31,36,36,15,18,38,72,65,55,35,18,1
9,6,23,15,18,11,22,21,17,45,30,28,30,23,18,13,19,12,2,7,1
13,9,16,21,16,3,12,21,21,11,7,12,6,11,16,18,11,14,14,21,0
2,1,2,0,0,0,0,0,0,6,2,2,5,8,2,0,0,2,1,4,0
0,5,4,0,5,3,4,2,0,0,2,0,3,7,6,7,8,10,7,7,0
0,9,10,8,1,4,5,4,10,10,20,11,5,4,7,4,0,2,6,5,1
19,4,4,7,15,14,4,5,9,7,4,12,17,5,5,9,10,4,7,2,1
13,16,20,7,6,10,18,14,18,25,14,16,14,10,7,3,2,4,16,21,0
5,4,1,0,2,3,6,1,0,1,8,9,4,6,10,7,13,18,22,39,0
13,10,4,4,2,7,9,5,4,8,15,4,7,4,1,6,2,4,3,4,1
0,0,5,10,9,2,5,6,2,2,0,0,0,7,16,16,11,19,23,5,0
0,0,0,10,15,4,15,2,12,23,16,46,71,59,44,7,37,28,20,20,1
1,2,0,0,1,12,11,12,54,91,112,90,82,82,28,9,9,2,11,11,1
7,9,6,3,9,10,6,13,17,17,12,8,24,15,4,5,15,10,2,4,1
0,1,4,3,3,4,14,21,28,40,52,30,10,5,1,0,4,10,5,3,1
5,7,7,11,0,0,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0
5,4,6,10,14,5,6,11,10,17,29,36,39,36,47,76,79,57,92,110,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,0,0,2,3,5,4,7,2,0,6,3,2,3,1,1,1,4,1
3,3,0,0,0,1,0,0,0,0,1,3,6,6,5,1,1,0,0,1,0
6,15,6,1,0,5,4,0,2,0,0,0,0,3,4,3,1,3,2,7,0
12,11,16,51,147,169,123,79,92,131,102,61,23,10,20,31,32,33,18,12,1
1,18,21,6,8,0,4,13,19,10,10,9,12,6,3,10,10,13,28,37,0
5,0,0,2,0,0,2,7,3,6,10,12,16,5,5,7,4,15,3,10,0
20,10,17,33,18,7,16,28,18,13,4,10,18,19,17,10,15,27,19,12,0
5,6,6,1,4,6,2,1,4,6,12,12,1,4,12,8,2,3,3,1,0
1,0,4,9,9,8,5,7,8,4,4,8,11,8,7,11,10,6,6,4,1
3,6,2,4,6,2,4,10,12,6,11,12,4,4,0,2,7,7,3,2,1
9,4,6,18,9,6,10,11,2,7,2,6,13,11,7,10,9,6,6,5,1
6,7,7,12,1,1,6,7,6,3,3,2,1,5,14,9,7,8,8,9,1
0,2,5,0,0,0,0,1,5,3,1,0,0,3,13,10,3,4,4,4,0
2,2,4,6,3,3,6,6,5,4,7,2,3,2,4,1,0,0,0,0,1
54,27,11,19,20,38,52,29,25,23,27,27,31,27,29,53,47,43,45,32,1
2,0,0,0,1,2,1,5,0,0,3,4,2,5,8,17,13,5,6,5,0
88,66,46,30,29,31,18,61,90,89,146,133,55,27,8,10,37,36,20,13,1
0,0,0,0,0,0,1,0,2,6,15,11,1,6,5,0,4,8,3,1,0
3,10,7,5,6,5,4,9,19,6,2,0,0,1,1,7,7,2,5,4,0
16,14,16,9,0,5,5,6,7,12,9,9,16,6,8,16,11,8,2,6,1
2,1,4,6,10,7,21,29,11,62,71,41,33,16,6,16,16,12,10,9,1
11,4,3,5,8,7,3,9,8,6,11,7,8,4,6,14,11,6,6,3,1
5,2,2,11,8,7,4,7,5,2,1,2,7,11,11,7,12,10,5,3,0
13,14,7,10,13,44,131,99,76,179,101,64,31,10,7,11,19,14,3,4,1
0,0,1,0,0,0,0,6,27,123,162,121,153,199,138,30,18,26,32,41,1
0,3,9,4,10,6,2,7,12,3,3,1,2,0,1,3,3,1,1,2,1
9,16,25,18,13,21,47,96,127,141,109,162,137,53,18,18,18,18,24,22,1
0,1,1,3,8,12,20,15,25,37,53,49,22,16,11,8,14,16,11,11,1
0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0
24,17,14,8,10,7,11,19,62,85,53,56,49,25,23,18,6,2,17,14,1
5,2,16,7,3,9,9,6,3,6,4,8,12,3,4,8,2,4,5,1,1
104,121,184,293,295,236,189,219,148,255,352,277,259,120,43,36,72,163,138,90,1
0,0,2,0,0,0,0,0,0,0,0,5,1,1,2,1,1,3,6,2,0
15,8,8,5,10,11,12,11,8,16,36,127,164,118,63,55,74,43,13,12,0
11,19,27,21,14,11,15,20,5,5,22,54,59,52,73,72,100,83,17,26,1
22,22,25,33,25,23,26,41,51,68,93,68,44,33,25,38,65,85,84,80,1
14,2,1,2,5,2,1,18,18,4,4,0,0,0,0,3,4,2,3,2,0
9,3,4,13,10,2,4,6,0,1,1,1,0,0,0,0,9,10,0,0,0
25,31,46,33,28,29,63,174,209,168,157,192,211,186,129,75,47,41,35,19,1
10,6,4,0,5,6,2,2,6,9,14,15,10,9,14,19,20,12,12,16,1
2,2,5,2,3,6,6,5,4,5,5,11,9,9,15,7,3,4,2,2,1
44,40,42,25,36,62,85,148,160,189,144,3,12,34,18,19,99,275,272,167,1
0,2,2,2,3,6,4,4,2,2,10,10,4,1,4,5,3,3,0,5,0
6,1,1,0,0,1,1,1,1,1,1,0,0,0,5,7,7,1,5,5,0
0,2,2,2,1,3,3,8,5,10,12,8,9,6,3,3,7,3,3,6,1
4,8,4,4,8,7,6,4,6,5,3,2,2,11,11,7,11,17,14,6,1
18,15,23,28,19,10,14,7,8,14,12,8,5,4,8,13,13,6,8,10,1
4,12,21,40,33,27,25,34,58,47,13,10,26,21,17,13,10,5,11,6,0
23,17,6,10,7,6,4,12,18,13,18,17,21,22,18,12,12,12,50,151,0
9,0,2,1,2,6,5,5,14,14,13,12,10,7,6,9,8,1,9,14,1
2,4,3,22,13,0,13,28,32,44,59,43,19,30,30,16,40,41,19,8,1
6,5,7,12,14,15,15,6,6,6,3,2,10,8,2,7,4,7,7,5,0
203,224,703,1242,854,310,155,14,13,17,6,13,16,11,19,2,0,0,1,3,0
1,3,0,0,3,1,2,2,3,0,0,1,1,0,5,7,3,6,3,1,0
2,1,2,4,10,9,9,8,4,2,4,9,8,4,2,2,9,5,6,8,0
23,15,17,12,11,20,37,42,39,18,17,27,15,15,18,21,22,22,20,12,1
18,5,3,13,14,27,95,69,77,74,48,39,39,31,20,13,10,11,4,3,1
0,3,8,11,9,3,2,9,11,12,9,21,19,13,9,5,8,3,8,12,1
4,7,19,25,18,9,13,10,0,6,11,15,14,7,14,13,8,13,12,13,0
6,5,2,1,1,8,10,32,65,53,55,88,63,13,5,7,6,12,8,7,1
6,10,14,15,18,12,16,42,70,91,79,86,89,47,23,10,19,20,19,4,1
16,15,14,16,13,16,12,15,12,6,7,26,52,63,61,101,81,77,80,104,1
12,10,7,10,3,8,7,7,3,1,12,13,6,10,7,1,7,7,8,8,1
64,54,32,19,25,24,18,30,34,44,36,15,6,7,24,13,10,9,7,6,1
13,9,19,20,12,4,11,17,14,7,4,9,11,14,19,19,21,16,14,12,0
8,2,17,12,6,9,13,16,14,6,0,0,0,0,1,1,0,0,0,5,0
12,5,10,10,9,14,4,7,9,7,1,1,11,14,17,8,5,7,11,7,1
3,5,7,5,9,6,3,7,11,8,10,12,11,10,11,4,5,6,7,6,1
1,1,0,0,0,0,15,33,41,61,52,85,182,269,59,0,0,0,0,0,1
12,9,3,11,9,9,9,6,16,18,10,5,15,21,21,19,13,14,12,9,1
0,2,2,7,7,4,1,1,5,2,1,0,0,2,3,2,0,0,0,0,1
3,5,12,8,2,2,6,24,48,49,34,20,11,9,7,1,0,4,4,3,1
38,44,35,43,64,95,121,211,277,247,225,198,269,292,243,300,420,370,317,332,1
8,4,1,8,11,7,5,4,0,0,2,12,5,2,4,7,4,3,4,4,1
22,25,31,32,25,31,33,57,95,104,124,132,80,78,60,49,56,82,191,203,1
23,22,20,20,24,35,35,24,16,27,47,34,20,32,41,33,20,13,12,25,0
0,5,5,3,1,5,4,0,0,0,0,0,0,2,4,6,3,2,5,7,0
22,18,15,17,10,15,12,20,7,2,2,12,6,1,4,9,2,1,7,7,1
11,13,20,22,15,12,19,38,29,27,13,11,7,15,13,16,8,13,8,10,1
88,70,114,124,70,63,67,66,77,63,74,97,106,55,37,97,96,81,85,81,0
1,0,1,0,1,2,0,0,2,3,0,1,1,3,0,2,2,1,3,6,0
2,0,2,0,0,0,0,1,3,5,3,6,12,10,6,7,5,1,0,0,0
4,6,8,18,19,12,10,10,12,5,2,2,9,10,2,1,1,0,0,0,1
7,5,7,9,4,12,19,11,8,6,7,8,6,6,12,15,8,9,13,25,0
11,19,30,24,30,40,102,130,102,220,294,198,252,196,184,235,257,207,146,126,1
23,39,114,224,199,158,284,228,190,240,281,205,149,84,63,74,59,53,49,36,1
8,15,12,14,12,8,1,10,16,9,3,13,16,8,5,18,16,13,5,12,1
12,24,25,9,8,5,11,14,14,12,19,27,43,61,64,77,137,98,135,138,1
0,0,0,3,15,8,3,2,0,0,3,8,2,1,1,0,11,21,35,24,0
6,5,15,11,2,4,13,8,2,6,7,2,8,12,10,6,1,5,2,8,0
1,11,8,7,11,4,5,1,9,11,5,6,9,9,4,1,2,1,1,1,0
4,7,17,19,7,19,17,9,6,10,7,10,11,12,3,3,7,4,6,9,1
2,2,2,1,1,6,6,1,2,4,5,2,6,2,5,5,8,6,3,6,0
17,13,15,20,22,19,24,24,23,14,19,18,9,28,56,83,94,98,54,29,0
8,9,7,18,17,13,14,13,6,10,10,8,8,8,5,0,0,0,2,2,0
7,2,6,16,23,18,46,64,37,45,39,11,7,4,8,15,14,6,5,11,0
11,19,12,3,5,8,2,5,5,15,13,12,16,7,6,9,4,3,7,3,0
5,7,0,0,1,3,6,4,4,6,19,17,6,6,5,0,4,5,6,3,1
0,0,0,0,0,0,0,0,0,4,2,1,3,6,4,3,4,1,0,5,0
4,14,5,5,10,18,18,8,9,6,6,6,10,11,7,10,1,5,7,14,1
9,3,4,6,2,4,2,2,1,1,6,7,3,4,8,10,15,6,13,9,0
0,4,4,0,1,1,1,4,6,19,37,26,11,5,1,2,2,3,3,0,1
8,24,29,9,9,6,4,3,8,7,9,10,6,6,17,6,5,8,8,9,0
9,15,15,13,7,13,26,49,70,53,51,62,97,117,66,64,46,22,16,9,1
0,0,1,1,1,1,0,3,0,8,15,8,10,12,5,1,1,0,9,11,0
63,10,11,17,18,39,107,280,310,156,144,162,174,216,324,418,383,283,74,51,1
5,11,13,9,0,4,6,7,12,10,6,12,9,9,6,5,7,11,15,13,0
15,1,7,32,91,152,117,96,110,209,161,63,33,35,34,93,108,91,58,30,1
5,17,20,5,6,8,7,10,8,10,3,8,18,14,2,10,7,7,10,2,1
3,7,4,2,2,6,0,7,8,1,1,2,1,1,0,4,2,9,7,0,0
37,23,13,20,25,95,261,518,828,666,328,350,351,748,697,547,442,278,308,270,1
12,15,12,8,25,19,18,15,14,7,1,10,7,8,5,2,3,5,5,7,0
30,53,79,87,89,126,150,204,130,58,28,7,7,16,24,32,66,59,21,4,1
6,5,0,3,3,1,5,5,1,1,5,2,2,2,0,1,3,4,1,1,1
6,3,0,0,1,7,9,3,4,4,5,5,5,2,6,6,5,3,2,2,1
2,1,1,0,2,1,4,2,3,0,0,5,5,1,2,1,0,1,6,9,0
13,9,3,1,5,8,8,3,1,9,14,15,34,19,17,15,4,1,4,5,1
29,31,37,26,26,55,93,204,216,172,190,242,163,56,15,28,27,28,6,0,1
8,13,8,6,14,3,2,1,0,2,8,8,3,4,11,6,4,5,5,7,0
3,0,0,0,0,0,0,4,1,8,13,7,4,5,0,1,6,8,3,2,1
1,5,6,11,15,9,9,12,10,9,5,11,16,5,10,9,3,4,5,7,1
4,2,1,7,11,9,2,0,7,0,5,5,4,9,10,4,5,25,29,7,0
118,112,108,66,52,93,122,98,57,60,60,65,38,28,30,22,16,16,12,19,1
3,0,0,5,9,11,0,7,7,12,11,6,8,6,4,10,5,8,9,13,1
18,22,20,54,118,146,154,158,231,262,201,168,83,68,51,36,29,27,36,43,1
5,8,4,5,5,4,6,9,8,3,9,6,0,1,6,7,4,2,9,5,0
2,2,4,1,0,5,8,3,2,10,7,1,7,4,3,7,7,2,6,10,1
6,6,9,7,8,16,17,7,15,14,7,3,3,3,3,2,0,3,3,9,1
5,4,10,16,5,4,9,12,16,10,9,8,4,5,6,1,6,2,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,10,8,6,15,20,14,20,28,25,22,17,10,12,9,5,6,9,11,1
19,29,63,86,98,153,171,308,300,291,342,205,152,140,61,22,19,19,23,34,1
0,0,2,5,10,11,8,2,4,4,2,4,3,7,6,2,1,4,5,1,1
0,3,3,13,9,5,6,8,8,15,14,13,12,6,2,9,11,6,3,11,0
8,15,14,24,27,40,80,95,95,101,185,213,96,17,22,16,17,5,20,28,1
2,0,0,0,1,5,9,2,1,1,4,7,9,4,6,2,2,2,1,12,1
9,9,6,10,4,5,6,1,4,3,9,4,9,10,4,3,0,2,4,0,1
0,0,0,0,0,2,2,2,3,2,0,0,3,4,7,8,6,4,4,5,0
3,5,9,11,4,4,7,13,17,10,6,9,8,5,6,13,10,4,6,7,1
9,7,3,10,18,16,12,3,7,14,12,3,5,8,10,15,16,12,18,26,1
1,1,3,5,7,2,4,3,1,2,10,9,7,6,10,2,3,1,10,6,0
10,16,9,11,2,2,4,2,5,8,9,3,2,1,0,4,9,8,12,10,1
7,11,13,6,8,9,10,7,12,9,17,16,23,17,8,9,13,20,18,15,0
7,5,9,9,13,11,13,12,15,9,5,12,2,4,8,13,10,27,51,72,1
3,2,5,5,7,9,2,4,3,5,5,1,2,3,3,6,4,2,5,8,0
8,9,6,0,3,9,5,8,5,3,8,10,4,5,5,5,9,9,7,4,1
0,3,0,11,10,1,6,10,8,5,2,5,8,9,3,3,6,4,2,0,0
66,90,86,82,60,66,124,137,165,237,172,171,221,149,77,26,25,44,58,52,1
21,21,33,28,46,58,51,84,139,113,137,128,64,41,36,43,31,34,45,39,1
4,7,5,1,10,8,8,2,1,3,3,2,8,6,3,6,6,6,5,6,1
2,3,6,7,2,2,8,14,2,2,1,1,8,7,1,4,5,15,11,4,1
11,17,52,92,141,197,137,73,34,34,13,11,38,49,75,139,155,52,21,23,1
5,12,7,2,2,0,0,0,0,0,0,0,1,11,3,1,39,48,54,64,0
1,2,1,0,1,2,0,4,9,5,2,6,5,10,4,0,2,12,7,1,0
1,1,5,7,11,10,6,11,4,6,17,12,1,4,7,7,7,3,1,5,1
3,2,10,8,0,4,6,2,4,8,3,4,14,10,3,1,3,13,7,1,0
5,5,9,3,4,18,16,10,7,16,16,4,0,0,0,0,0,4,2,0,0
23,8,9,32,47,40,12,45,94,115,115,107,84,46,21,19,18,23,32,30,1
1,1,4,0,0,1,3,4,10,13,9,14,11,2,3,4,0,1,3,1,0
0,0,0,0,1,1,0,0,4,10,22,30,17,12,14,7,6,6,9,12,0
0,3,8,2,2,6,5,0,1,2,1,0,3,0,3,5,0,3,3,3,0
50,84,105,94,117,80,54,36,21,14,28,29,26,37,20,8,21,14,7,17,0
6,9,11,13,19,22,60,63,79,71,95,84,67,64,58,14,5,2,4,1,1
9,8,6,8,7,5,1,1,1,0,0,4,6,2,2,2,1,3,1,0,0
14,15,3,3,10,14,15,14,7,4,13,12,7,13,6,6,16,18,9,11,1
0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,2,1,5,8,0,0
1,2,1,0,0,0,2,2,0,1,6,8,0,0,10,5,1,6,5,4,0
10,7,13,20,14,2,2,5,7,6,11,11,6,18,16,11,4,8,21,22,0
14,15,10,0,1,0,1,0,4,4,0,0,0,0,1,3,3,4,1,0,0
16,27,12,5,2,1,6,11,3,13,13,6,3,10,4,4,6,8,15,20,0
9,12,9,3,4,4,3,6,4,4,6,5,9,3,6,4,3,5,7,9,0
8,9,19,70,114,152,240,561,410,327,420,692,534,330,493,524,294,222,173,48,1
2,3,3,0,5,3,3,13,10,2,10,6,1,2,2,5,2,2,0,1,0
14,13,6,3,4,5,2,5,6,5,4,1,4,3,1,5,6,5,7,4,0
5,2,3,7,10,0,0,3,8,1,2,7,5,10,7,4,4,1,0,2,1
4,2,4,7,2,0,0,0,0,0,0,0,3,3,0,5,2,7,4,0,0
2,0,0,0,7,4,0,0,0,1,4,0,0,0,0,0,5,5,3,9,0
