V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
0,1,8,3,3,5,2,4,3,2,1,7,2,0,5,5,0,0,3,0
3,2,1,2,0,0,0,3,1,0,0,0,0,0,2,5,1,0,7,3
9,4,0,0,0,0,0,4,4,0,0,1,5,0,2,3,0,0,0,0
2,6,6,1,3,4,3,1,6,9,7,2,1,0,0,0,0,0,1,1
1,0,0,0,3,1,2,2,4,1,3,2,11,5,0,0,1,1,1,1
11,23,25,12,7,3,5,7,9,8,2,6,10,13,15,9,5,1,4,2
5,5,1,2,5,4,0,0,8,1,0,1,6,10,4,0,1,1,1,1
4,19,15,8,7,2,13,10,12,4,9,8,0,0,2,3,5,3,0,0
8,5,0,3,3,1,3,1,3,1,3,7,4,0,2,2,4,7,2,0
0,4,2,0,0,0,0,0,0,0,0,9,11,0,11,0,0,0,0,0
2,3,2,0,2,3,3,3,3,2,0,0,0,0,0,0,0,0,0,6
6,7,6,4,6,6,2,5,5,5,6,5,4,3,0,0,0,0,0,1
0,0,0,0,0,0,5,14,9,4,11,9,3,18,10,5,3,3,3,15
0,0,0,0,0,7,11,5,0,2,5,7,4,8,7,3,3,5,13,13
17,5,6,14,10,9,18,12,1,6,6,12,7,5,2,4,4,6,11,19
11,9,10,3,3,9,3,3,3,3,5,4,2,5,5,0,5,8,13,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,7,7
6,4,2,5,8,6,5,7,6,6,3,10,5,4,2,4,3,6,6,5
34,35,41,41,41,91,123,151,90,69,48,26,29,19,12,3,0,0,0,9
6,6,4,6,4,4,3,3,2,9,7,9,3,2,6,3,0,1,1,0
12,11,9,13,9,3,16,21,6,2,2,12,13,6,6,6,8,13,13,11
6,1,0,0,8,9,5,10,1,2,1,0,0,0,0,0,3,3,0,0
1,1,1,0,0,0,3,3,6,5,0,1,0,0,0,0,0,0,4,4
1,4,1,1,1,0,4,4,1,1,1,1,7,9,2,2,2,0,0,0
5,12,6,8,5,6,4,3,4,4,6,8,19,25,19,12,6,3,8,7
0,1,1,3,1,3,0,3,3,2,1,0,0,0,2,2,0,0,1,4
14,9,7,6,0,10,15,11,3,6,5,3,0,0,8,8,5,12,14,4
43,75,72,49,17,5,3,2,0,5,4,3,1,6,10,12,6,3,4,10
0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
0,0,3,4,0,0,0,4,14,12,16,20,15,17,9,11,7,7,7,8
2,0,3,1,2,2,0,1,1,0,2,3,8,11,5,7,3,6,0,2
3,4,5,6,2,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,3,3,0,0,0,0,2,6,5,2,0,1,4
5,0,0,1,2,6,6,6,5,9,12,11,4,4,3,4,11,9,11,15
11,7,5,11,15,17,18,13,9,14,8,3,9,18,17,26,22,16,16,13
6,5,6,5,7,8,7,4,0,4,4,0,0,0,0,4,6,2,0,0
11,10,3,2,4,2,4,7,4,5,10,15,2,2,15,13,1,1,3,6
0,1,1,2,5,0,2,1,5,7,5,6,8,5,0,1,1,0,0,5
3,6,2,3,5,2,5,10,2,4,5,4,3,4,3,3,7,16,10,4
13,7,1,1,0,0,0,0,0,0,0,0,0,0,7,4,5,7,5,3
0,0,4,2,0,0,2,2,0,0,0,0,0,0,0,0,1,1,2,2
2,2,2,2,0,2,2,4,4,2,0,1,1,4,2,2,0,0,0,0
30,28,26,15,27,98,147,159,82,22,12,49,86,98,118,75,79,48,38,37
3,2,1,1,2,0,2,1,2,5,1,0,3,1,0,0,0,0,0,0
14,14,6,3,8,5,5,10,20,22,13,11,15,18,14,10,11,11,12,10
7,3,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,13,17,26,14,16,9,7,18,6,3,4,10,8,3,5,4,1,0
0,0,1,0,0,0,2,2,4,9,1,2,2,1,7,5,1,1,1,0
0,3,5,7,0,2,2,0,0,15,9,1,5,4,3,9,11,9,11,3
3,0,1,1,0,1,6,7,10,10,10,9,5,1,5,6,1,1,2,10
8,11,19,13,25,24,19,15,8,12,19,18,51,58,3,7,14,15,7,5
4,0,4,4,3,1,2,5,6,5,2,2,5,10,9,4,2,10,18,13
8,14,4,3,3,3,3,4,2,7,10,10,5,6,5,4,10,6,4,4
2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,4,9,5,9
0,2,12,12,0,3,3,4,3,1,5,4,0,1,6,6,1,13,15,6
11,4,0,0,1,1,1,2,7,13,9,8,9,3,2,13,11,0,2,4
0,0,0,0,0,0,0,0,0,6,7,3,8,5,7,6,11,10,9,9
4,6,7,3,3,3,0,0,3,8,3,2,1,1,2,10,12,7,7,0
0,0,0,1,0,0,0,0,0,1,1,1,1,2,2,3,3,4,1,1
0,0,0,0,0,0,3,7,3,6,4,3,2,1,1,7,1,4,7,5
6,4,4,11,10,0,0,0,0,0,0,0,2,2,3,16,20,16,14,12
6,0,1,1,0,1,9,4,5,6,4,8,8,4,1,8,7,8,10,8
4,6,6,8,4,2,5,8,1,7,12,7,0,3,8,9,14,6,2,3
0,0,0,0,2,3,7,5,0,4,4,3,2,2,2,2,5,3,10,10
8,11,8,7,0,0,0,0,1,1,0,0,0,0,0,5,16,5,1,1
3,3,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
63,137,100,38,17,4,18,25,24,14,5,6,11,20,14,3,2,9,14,12
0,1,1,3,6,6,5,7,3,6,7,7,10,8,2,3,5,3,9,4
0,0,0,0,2,5,3,0,0,0,1,5,0,3,3,3,3,4,4,2
0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,4,9,9,3,0,0,0,0,0,0,0,0,1,2,8,9,15,12
0,5,4,4,4,1,1,1,1,0,0,1,1,0,0,0,2,2,0,0
3,3,1,0,2,4,6,7,2,0,2,7,5,3,5,7,3,1,4,5
0,5,13,17,8,11,13,9,12,7,6,6,6,11,10,20,17,21,27,21
3,3,4,2,0,0,8,10,2,0,0,3,7,6,0,0,0,0,1,1
5,1,9,11,4,6,11,3,6,4,2,0,2,2,11,12,6,3,3,1
4,5,7,10,18,16,7,15,14,18,17,9,9,20,15,8,12,21,25,22
2,6,6,3,5,6,13,14,3,8,5,9,8,8,14,14,3,1,3,11
13,8,16,9,5,14,17,17,7,7,5,19,10,20,18,14,13,12,15,17
5,7,15,5,2,1,4,2,1,1,0,2,2,5,4,2,6,10,4,4
0,2,6,9,16,18,11,14,5,5,7,4,5,4,5,3,1,6,2,9
1,4,1,3,6,4,0,0,1,0,0,0,1,1,0,1,0,2,2,2
3,2,11,12,7,6,7,18,22,5,0,0,0,0,0,0,0,4,3,3
14,10,12,18,17,19,21,28,11,10,6,4,6,7,11,5,7,11,5,9
0,0,0,2,8,8,5,5,1,4,2,0,0,5,8,16,20,14,7,3
8,16,12,13,18,24,18,5,10,11,9,14,12,12,11,6,12,18,16,9
0,0,7,13,19,20,17,14,10,10,11,14,17,14,13,15,9,16,10,6
0,3,3,0,0,0,1,0,0,1,2,1,0,1,1,6,1,2,4,7
5,2,2,5,3,2,5,4,0,0,0,0,0,2,1,2,1,3,3,2
10,11,4,3,0,6,6,2,2,1,2,1,0,0,1,0,3,4,3,2
3,11,9,10,8,5,8,10,12,8,2,11,8,6,7,13,12,12,13,5
6,3,3,5,5,2,4,3,1,1,2,0,0,0,0,0,0,1,1,2
102,87,49,25,29,9,5,0,3,5,2,5,9,8,2,4,10,19,15,30
0,0,0,0,0,0,0,8,17,9,7,15,25,18,10,10,9,11,12,12
0,0,0,0,1,1,0,12,8,7,7,5,5,6,5,2,6,15,5,5
0,3,5,9,5,6,1,0,0,3,3,0,0,0,2,2,6,5,1,1
6,7,0,0,0,2,2,1,2,2,2,1,1,0,0,2,2,4,4,0
2,8,7,8,1,0,4,7,7,11,8,7,9,18,13,3,5,1,0,1
1,1,1,1,2,8,11,6,2,2,1,3,0,2,4,2,0,1,3,10
2,3,4,0,1,1,0,2,4,4,3,2,6,6,13,11,2,2,1,4
0,0,0,2,2,1,1,1,0,0,0,2,2,2,2,3,0,6,1,0
14,16,12,8,11,19,12,7,5,6,7,4,11,8,8,12,24,20,1,12
3,9,13,8,7,6,11,8,3,10,13,16,7,4,5,9,5,4,5,6
15,12,27,25,16,13,9,8,14,16,9,8,15,17,28,16,23,23,61,83
3,4,0,0,0,0,0,0,0,0,0,0,4,4,4,7,9,7,14,12
3,8,12,4,4,8,9,5,0,12,6,11,1,1,5,4,1,5,4,2
1,2,4,4,3,0,1,6,0,0,1,3,2,0,0,0,0,0,0,0
0,1,1,0,0,5,7,6,2,7,9,5,3,3,6,3,6,8,1,1
1,1,0,0,5,11,6,8,1,2,5,10,2,8,4,0,0,3,4,0
0,0,0,3,10,3,6,14,6,8,9,4,0,0,1,0,1,0,0,0
1,3,3,0,1,2,8,6,2,4,4,1,2,4,5,1,1,1,0,1
1,6,7,2,4,1,7,16,5,10,12,5,4,7,3,2,2,7,4,8
0,0,0,1,4,8,4,6,1,3,4,0,4,3,2,1,0,0,0,0
0,0,3,3,5,7,5,8,8,3,1,9,9,9,14,10,12,12,8,10
7,7,10,5,4,2,10,10,16,9,15,17,7,7,4,5,4,2,3,9
0,0,2,2,0,0,0,0,0,0,0,7,9,2,0,0,0,4,2,1
2,6,6,8,5,0,0,0,0,0,0,8,16,14,20,31,35,30,43,46
11,13,22,9,22,12,15,15,21,9,18,21,7,12,14,14,16,19,33,31
0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,1,1,0,4,11
32,24,41,22,9,14,16,16,20,27,14,7,10,8,15,8,10,8,0,0
4,6,4,6,4,5,1,3,3,5,5,3,1,4,5,1,1,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,3,2,4,5,1,3,7,5
8,6,4,2,1,0,1,3,9,5,4,4,4,4,2,4,5,5,9,7
3,4,7,12,10,13,6,2,0,0,0,0,2,0,1,1,4,4,7,6
5,5,10,9,8,5,0,2,3,1,0,0,0,1,1,0,3,3,2,5
2,12,0,5,8,0,16,38,36,54,50,63,53,39,47,64,95,62,36,37
1,1,2,3,2,3,0,2,0,5,0,4,13,2,4,5,4,3,2,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,0,1,1,0,0,0,0,4,8,4,0,3,2
0,0,0,1,1,1,3,4,0,1,2,7,3,4,6,6,10,5,3,4
2,3,4,4,1,0,2,3,2,5,7,5,3,1,1,3,4,3,2,2
10,28,21,14,19,24,9,9,9,12,12,5,9,6,3,12,8,13,14,9
7,5,5,4,6,5,1,2,0,0,0,1,2,1,7,5,5,2,6,3
21,9,13,17,10,8,8,14,13,8,5,23,25,15,21,24,22,10,7,4
0,1,3,2,0,0,1,10,9,8,0,4,6,3,0,3,4,9,4,3
0,11,6,9,5,9,4,16,13,11,15,6,4,5,6,9,11,6,14,13
1,2,7,3,3,1,5,6,2,0,3,6,4,0,0,0,0,0,0,1
0,0,0,0,0,2,2,0,6,6,0,1,1,1,2,3,3,1,9,13
0,1,1,0,0,0,4,4,0,2,2,0,5,5,2,1,0,0,1,0
0,0,0,0,0,0,5,9,14,24,14,8,17,16,11,14,18,19,9,12
35,13,12,26,25,16,20,16,12,17,14,10,14,17,19,23,15,18,25,13
13,24,8,0,7,21,17,13,10,2,2,13,6,9,7,2,6,22,43,45
3,6,4,3,2,0,0,3,4,2,6,7,4,9,6,1,1,1,0,0
2,3,0,1,3,5,5,3,1,0,1,1,0,1,2,1,1,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,2,1,1,2,5,7,4,1,5,5,3,5,5,0,0,3,8
0,0,0,0,2,2,0,0,0,2,3,0,3,6,1,2,2,0,0,0
5,6,10,5,7,3,1,0,5,6,2,3,5,5,2,2,4,11,14,15
0,0,4,8,2,0,0,1,1,0,3,3,0,0,3,3,2,12,6,7
0,2,4,1,2,1,3,3,0,0,1,4,3,2,2,2,5,5,1,0
7,5,3,7,6,6,11,8,7,7,15,11,1,4,6,3,7,1,3,4
1,0,0,0,0,0,5,3,0,0,3,5,6,6,7,7,7,8,11,8
4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3
8,10,9,3,3,5,7,3,6,11,6,1,0,8,9,7,5,4,2,2
2,1,0,4,4,0,3,3,2,7,12,10,7,8,16,13,9,7,2,0
2,0,0,0,0,0,0,4,4,2,3,4,3,0,0,6,3,3,7,4
0,0,5,6,4,0,4,4,3,2,2,6,5,2,1,3,9,7,7,2
1,3,2,4,6,7,2,1,2,1,0,0,2,4,2,0,3,3,2,2
4,0,0,0,3,4,5,0,2,2,0,5,2,3,3,3,0,0,0,0
4,2,0,0,1,1,0,0,0,1,3,2,0,3,5,0,0,4,3,0
9,7,3,3,10,4,9,13,15,4,10,9,6,9,10,5,7,4,7,8
4,1,0,5,5,5,9,13,5,0,2,5,7,1,0,0,6,8,2,0
2,2,2,7,6,1,2,2,1,1,7,6,2,3,1,0,2,1,5,3
5,10,10,8,7,4,4,1,0,1,4,7,3,1,4,4,1,1,4,3
3,1,6,7,9,10,12,7,5,9,5,1,4,5,3,3,3,5,4,7
0,0,0,4,1,1,0,0,0,0,0,3,3,0,1,1,0,0,0,1
12,8,5,3,4,2,6,5,6,2,6,5,3,4,6,1,3,3,1,0
10,4,1,3,3,2,0,2,6,6,5,8,7,6,4,4,3,3,6,3
2,9,6,1,3,10,14,7,1,4,9,2,4,9,9,11,37,32,3,1
7,8,5,7,6,17,13,7,20,14,4,4,8,13,22,13,0,6,13,17
9,10,14,10,4,1,3,6,6,1,1,2,2,1,5,9,11,16,6,3
0,2,4,7,9,9,12,6,6,14,8,7,6,6,6,7,11,16,20,18
1,12,11,13,4,4,10,5,3,8,11,4,8,9,9,7,3,7,10,16
1,7,2,5,7,3,3,0,1,1,1,5,6,2,1,2,1,0,0,5
4,8,2,4,3,1,6,7,2,1,2,1,2,2,0,0,1,0,0,0
7,2,6,5,4,6,7,13,17,8,0,3,3,2,3,8,6,1,6,5
0,1,3,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,3
14,9,11,11,5,1,3,3,2,5,9,8,6,6,5,11,7,6,6,8
7,11,10,16,15,9,9,12,6,9,14,16,8,16,23,16,12,8,8,10
3,0,1,0,0,0,0,2,2,0,0,0,1,4,7,4,5,2,3,7
2,3,3,4,1,2,1,0,0,3,0,2,6,5,2,2,1,0,0,0
8,7,3,1,2,3,2,4,5,4,5,5,5,4,4,5,5,9,5,3
18,13,6,9,4,5,14,15,6,11,8,6,11,16,12,13,6,14,13,11
24,42,43,52,43,23,11,12,15,9,8,14,16,4,11,7,3,20,16,4
2,5,9,13,14,14,13,9,9,9,12,9,10,11,9,6,10,9,12,15
19,23,20,7,12,19,24,15,11,7,7,12,26,33,25,23,19,11,8,11
3,3,4,4,3,6,3,2,1,1,4,0,0,3,4,4,12,9,9,2
4,5,1,1,4,6,12,9,1,13,17,4,7,5,9,2,5,11,9,2
19,12,11,19,20,5,14,18,8,8,12,18,6,9,6,10,4,3,8,12
2,5,1,0,0,0,0,0,12,18,8,3,2,0,0,0,4,4,4,0
4,3,2,4,7,8,0,4,5,8,14,8,10,5,12,15,11,11,8,14
2,1,1,1,4,4,2,2,0,0,0,1,2,2,0,1,3,2,1,4
10,9,13,11,4,5,12,15,12,3,2,6,3,2,0,0,0,0,2,4
6,9,22,16,8,7,9,10,7,15,13,7,9,11,9,5,6,7,8,6
0,13,8,1,1,1,5,5,2,7,14,13,5,9,3,0,0,0,0,0
0,0,1,3,10,6,0,2,3,1,1,0,4,4,0,0,5,7,9,8
0,0,0,0,0,0,0,0,0,0,2,3,9,5,1,4,3,0,0,8
9,10,8,6,10,14,9,8,11,9,9,9,7,0,0,0,4,9,0,0
1,3,3,2,2,1,10,10,0,0,0,0,0,1,1,1,0,0,0,0
0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0
4,5,9,4,7,4,2,2,0,2,7,3,4,6,8,5,3,7,7,7
3,4,8,3,3,4,2,1,2,0,0,0,0,0,2,6,4,0,4,3
8,12,10,4,2,2,5,2,7,3,3,1,3,3,6,1,5,6,3,4
5,5,9,13,14,5,4,8,6,4,5,1,8,8,5,6,9,7,10,8
3,5,9,2,3,3,5,11,2,0,1,3,1,2,7,10,4,2,5,1
21,14,18,14,11,12,21,29,20,14,7,5,2,12,6,7,19,27,15,10
18,11,11,18,17,9,9,9,11,7,9,14,10,14,13,19,17,18,11,9
5,31,34,16,2,5,6,6,4,7,9,3,8,6,8,11,0,0,3,3
4,7,3,0,3,3,3,7,9,5,2,14,11,3,3,6,6,0,2,1
0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10
0,1,0,2,2,1,3,3,0,0,1,4,3,0,4,7,4,5,1,4
9,3,0,0,0,1,1,3,3,3,3,0,0,0,0,7,8,4,0,2
8,17,11,4,5,2,2,9,17,12,2,2,0,6,0,2,4,14,11,0
2,0,0,0,0,0,2,7,1,0,1,0,0,2,4,8,2,0,0,0
11,2,6,6,1,2,2,4,4,0,0,1,1,7,7,11,21,13,9,16
3,1,4,5,7,3,0,0,3,5,2,0,3,6,0,0,8,14,8,7
10,2,0,3,1,1,1,5,1,0,0,0,0,0,0,0,0,0,0,7
9,6,8,6,3,4,7,18,18,12,11,11,6,10,15,9,2,6,10,7
45,72,62,86,75,22,26,16,11,27,27,17,15,12,10,22,10,7,8,8
0,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
9,11,14,11,15,18,11,4,9,15,5,5,10,6,5,5,2,2,0,0
7,5,1,2,9,11,4,0,2,2,2,2,0,1,4,7,9,4,2,5
6,6,11,14,16,4,5,11,7,19,38,42,36,22,15,14,45,41,40,59
7,12,4,0,3,8,8,6,0,0,0,0,0,0,3,8,15,10,0,4
10,17,19,10,4,3,4,7,11,8,7,6,7,12,13,7,0,0,0,3
11,8,5,17,11,2,3,1,3,4,1,1,0,3,6,4,5,5,0,4
0,0,4,9,6,5,2,0,0,8,0,0,0,0,0,0,0,0,0,0
2,4,5,1,4,2,9,11,5,0,0,5,1,4,2,9,6,7,1,0
4,2,1,0,1,1,0,0,0,3,0,3,4,0,0,1,1,0,0,1
2,13,12,4,8,0,0,0,0,0,0,0,2,6,4,8,5,0,0,0
1,5,12,13,4,6,0,0,1,3,3,0,0,2,3,0,0,0,0,1
3,3,4,3,4,2,0,2,5,5,1,3,3,2,6,8,7,0,4,6
5,0,3,12,7,7,11,4,0,4,8,9,8,2,0,1,5,8,0,0
8,5,1,3,3,6,4,7,9,5,5,2,3,1,6,8,10,10,4,4
2,2,1,2,0,0,0,0,1,4,3,0,1,4,1,0,4,3,4,1
14,8,4,1,5,6,7,3,0,2,3,3,4,0,2,5,6,3,1,4
8,4,3,3,10,8,16,21,17,22,27,16,5,5,1,9,12,8,7,5
15,2,3,2,3,4,14,11,2,0,1,3,2,2,5,3,1,5,7,2
4,7,3,0,4,3,4,1,11,5,1,3,2,0,0,0,1,2,1,6
2,1,1,6,4,4,6,0,5,8,9,8,7,8,5,7,7,4,6,1
0,0,0,0,1,1,0,0,9,9,6,9,9,4,4,5,2,1,4,4
5,4,5,11,8,2,3,7,10,7,7,6,3,3,0,1,0,1,6,1
4,11,7,7,5,15,12,14,20,11,5,8,10,10,17,15,3,5,4,4
0,0,0,0,2,3,1,1,1,1,5,6,3,3,13,12,10,1,1,1
1,1,4,8,8,5,7,6,0,5,2,2,1,4,4,0,2,4,7,5
3,4,4,3,9,8,3,3,4,4,8,7,4,13,7,9,8,5,2,3
0,0,5,5,0,1,1,0,0,1,8,4,1,4,5,1,0,0,2,7
5,7,12,10,11,6,8,22,17,1,7,4,1,7,7,1,7,8,4,2
28,24,28,11,8,13,14,19,17,17,10,6,13,17,18,18,2,9,7,11
3,1,5,6,4,2,3,4,2,3,10,10,3,0,1,8,9,2,1,6
14,12,16,12,10,8,12,11,7,4,1,2,14,18,12,12,0,3,6,6
4,5,4,1,3,2,5,6,1,1,3,1,2,2,0,1,1,1,2,0
6,5,3,1,2,0,2,5,1,0,6,3,3,0,2,0,0,2,3,5
2,0,0,1,1,0,0,8,8,0,1,2,1,0,0,0,3,3,0,0
8,6,8,13,14,8,7,4,9,12,9,9,5,8,8,3,3,6,1,4
1,2,3,2,0,0,0,2,2,0,0,1,2,1,0,0,1,2,4,1
0,0,0,0,0,0,0,0,5,4,2,1,5,9,3,6,3,5,3,0
115,68,78,88,27,20,33,72,108,133,276,235,159,132,64,58,36,17,10,22
0,0,0,0,0,0,8,10,3,3,3,5,6,8,8,3,5,5,3,10
7,5,4,3,2,6,17,16,10,8,7,6,3,5,5,3,4,4,7,7
2,1,1,0,0,0,0,0,0,0,2,5,5,5,2,4,4,6,1,3
19,8,4,11,16,18,31,24,13,11,2,4,6,5,5,7,7,2,6,4
0,1,3,2,1,1,5,1,1,0,1,0,3,0,2,1,0,0,0,0
3,0,1,5,5,1,5,6,3,5,0,0,0,0,1,7,6,1,4,11
17,18,9,16,28,17,23,18,12,44,40,22,55,50,62,30,25,17,9,7
3,9,8,5,8,4,1,0,0,0,7,4,3,2,1,0,0,0,6,6
0,1,1,0,0,0,1,4,2,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,1,0,0,6,10,13,5,0,3,3,5,12
0,0,0,0,0,0,4,9,7,5,10,8,4,8,4,9,7,3,1,2
10,8,3,1,4,0,0,0,0,0,0,0,0,1,1,0,8,7,7,2
1,0,0,1,2,1,0,1,0,3,0,0,0,2,2,2,1,0,2,2
0,0,0,4,4,0,0,0,2,1,0,0,0,0,0,0,1,9,3,1
6,6,0,3,3,0,4,6,7,5,1,2,3,3,0,0,0,4,4,5
3,3,4,3,2,7,7,3,0,0,0,0,1,1,0,0,3,2,6,4
1,7,7,1,1,2,2,15,10,0,0,0,0,0,0,0,0,0,1,1
3,1,4,5,8,10,9,6,4,2,6,3,6,12,12,8,10,8,8,11
0,1,1,0,0,0,3,0,0,3,3,0,1,1,0,1,2,2,1,0
11,9,5,5,9,9,4,12,5,7,5,5,8,13,12,20,14,6,13,16
1,1,2,4,6,5,4,2,0,2,4,3,0,1,5,1,1,4,4,0
0,0,0,0,2,2,0,0,0,0,0,0,1,7,6,1,1,1,0,0
2,2,2,4,5,8,9,4,2,1,1,1,7,2,2,2,1,1,1,3
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,12,2,3,2
0,0,0,3,11,12,6,9,9,4,7,5,6,8,5,0,0,0,2,0
0,0,2,1,5,6,0,0,0,0,0,0,0,0,0,2,8,17,10,3
8,4,1,2,7,15,13,7,5,4,5,5,9,10,4,3,7,9,14,13
14,28,30,25,19,21,22,15,20,48,65,85,77,112,109,40,35,72,38,35
5,5,1,11,6,7,4,4,4,5,4,7,4,8,6,5,5,6,2,4
2,5,3,6,4,1,1,3,5,4,3,6,3,10,9,4,2,1,1,0
3,5,9,5,5,2,5,12,11,7,4,4,2,0,0,0,3,0,0,1
3,0,0,0,0,3,6,2,1,2,6,4,0,1,1,10,14,7,5,1
23,8,11,12,7,14,17,15,22,22,17,5,4,14,21,17,9,13,8,12
9,10,5,3,0,1,4,2,2,0,1,2,2,0,4,4,0,0,0,1
5,7,4,3,7,6,8,8,8,8,4,7,14,5,9,7,5,1,8,12
6,3,4,5,2,1,0,0,0,0,0,0,0,0,0,0,0,8,10,3
0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0
1,3,2,3,7,0,5,4,0,0,0,0,0,4,10,6,0,1,2,4
4,1,0,0,1,1,2,2,0,0,1,1,0,0,0,0,0,0,0,3
1,0,6,6,0,0,0,0,0,0,1,1,0,0,0,4,4,1,5,0
1,3,2,4,3,1,3,0,0,0,0,2,0,2,2,0,3,4,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,6,1,3,2,0,0,1,0,0,0,0,1,8,11,3,3,2,2,5
0,0,0,0,2,5,4,0,4,3,8,8,0,1,6,4,0,2,0,0
0,0,0,0,8,8,0,10,17,7,4,2,0,1,4,5,8,13,8,4
0,0,0,0,0,0,0,2,0,4,4,12,6,1,5,0,2,6,6,0
0,2,2,0,2,2,2,11,7,1,5,8,6,1,5,2,4,4,4,2
19,17,5,4,3,1,3,5,5,6,7,4,3,5,11,9,5,7,8,7
4,11,27,15,5,3,3,5,17,12,8,2,1,2,5,8,4,8,19,11
1,6,7,1,8,8,1,8,8,1,4,3,4,2,0,1,2,9,12,1
36,135,143,99,126,148,53,29,10,13,22,32,28,27,24,63,157,201,173,142
6,7,3,1,6,1,0,0,0,0,1,1,1,0,3,6,0,2,1,0
8,2,7,8,7,9,9,10,15,9,11,13,8,15,9,6,8,3,1,1
19,8,10,9,7,6,7,4,1,6,8,12,9,0,9,7,6,14,10,8
2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,2,5,3,0,0,1,1,0,1,1,0,0,0,0,0,4,5
30,73,49,46,49,61,27,22,16,12,8,1,0,8,20,17,6,2,4,20
9,9,0,0,0,0,0,0,0,2,3,1,1,2,0,1,1,1,0,0
182,135,106,27,23,37,108,224,205,153,90,44,36,60,78,109,103,64,28,22
0,0,0,0,3,15,11,12,21,16,9,8,4,6,7,8,14,8,7,13
1,1,0,3,6,0,3,6,0,0,1,0,0,0,0,0,0,4,4,4
6,2,2,1,5,3,6,5,1,0,0,0,0,0,0,0,0,2,3,0
4,1,2,4,12,13,5,4,3,6,2,0,0,3,5,2,0,0,0,1
11,9,13,7,4,1,5,3,11,9,8,14,4,12,15,8,9,5,3,2
3,8,8,4,10,8,1,1,0,1,0,0,2,1,2,1,0,0,1,1
15,9,14,20,23,15,7,3,4,4,0,0,0,0,4,4,0,9,12,0
3,4,2,5,3,0,0,0,5,3,0,0,1,4,8,4,1,0,8,9
11,17,15,5,14,5,11,11,15,8,12,10,1,0,7,9,2,11,10,6
0,1,4,7,2,4,2,0,0,5,2,2,0,0,0,0,0,0,0,0
8,7,4,7,6,6,6,8,14,9,5,3,11,9,3,11,17,10,2,2
4,5,6,7,6,3,6,5,10,5,2,4,10,5,8,7,3,7,4,5
0,1,3,5,5,6,2,0,6,0,1,3,8,6,3,8,8,6,7,2
0,3,7,4,0,0,5,5,3,5,1,0,0,2,2,0,0,1,0,0
10,16,8,4,3,5,12,13,12,4,7,3,7,10,13,4,6,10,6,3
5,3,11,6,3,5,4,1,0,2,5,6,5,5,6,14,16,4,3,4
17,10,16,7,0,1,4,2,0,5,5,0,0,0,0,1,3,10,10,11
10,11,13,12,4,2,8,7,2,4,7,1,3,0,0,0,0,2,3,7
6,1,0,6,8,13,19,11,6,8,11,5,7,5,10,14,4,5,4,6
1,1,4,5,8,8,2,4,9,4,1,4,6,3,0,6,7,5,9,9
2,4,8,7,7,9,7,8,10,10,7,8,11,6,6,10,12,14,18,11
10,12,13,16,14,15,8,6,10,5,6,6,0,0,1,0,0,0,0,1
1,1,5,3,5,7,5,12,8,2,4,1,4,5,1,2,1,0,0,0
0,1,1,0,0,6,7,9,3,3,0,1,1,1,0,0,6,13,28,24
7,3,0,5,7,4,2,0,0,0,3,3,5,12,15,2,7,10,4,1
